(0,0) -> (1,0), w=1.000, (0,1), w=1.000, (1,1), w=1.414
(0,1) -> (1,1), w=1.000, (0,0), w=1.000, (0,2), w=1.000, (1,0), w=1.414, (1,2), w=1.414
(0,2) -> (1,2), w=1.000, (0,1), w=1.000, (0,3), w=1.000, (1,1), w=1.414, (1,3), w=1.414
(0,3) -> (1,3), w=1.000, (0,2), w=1.000, (0,4), w=1.000, (1,2), w=1.414, (1,4), w=1.414
(0,4) -> (1,4), w=1.000, (0,3), w=1.000, (0,5), w=1.000, (1,3), w=1.414, (1,5), w=1.414
(0,5) -> (1,5), w=1.000, (0,4), w=1.000, (0,6), w=1.000, (1,4), w=1.414, (1,6), w=1.414
(0,6) -> (1,6), w=1.000, (0,5), w=1.000, (0,7), w=1.000, (1,5), w=1.414, (1,7), w=1.414
(0,7) -> (1,7), w=1.000, (0,6), w=1.000, (0,8), w=1.000, (1,6), w=1.414, (1,8), w=1.414
(0,8) -> (1,8), w=1.000, (0,7), w=1.000, (0,9), w=1.000, (1,7), w=1.414, (1,9), w=1.414
(0,9) -> (1,9), w=1.000, (0,8), w=1.000, (0,10), w=1.000, (1,8), w=1.414, (1,10), w=1.414
(0,10) -> (1,10), w=1.000, (0,9), w=1.000, (0,11), w=1.000, (1,9), w=1.414, (1,11), w=1.414
(0,11) -> (1,11), w=1.000, (0,10), w=1.000, (0,12), w=1.000, (1,10), w=1.414, (1,12), w=1.414
(0,12) -> (1,12), w=1.000, (0,11), w=1.000, (0,13), w=1.000, (1,11), w=1.414, (1,13), w=1.414
(0,13) -> (1,13), w=1.000, (0,12), w=1.000, (0,14), w=1.000, (1,12), w=1.414, (1,14), w=1.414
(0,14) -> (1,14), w=1.000, (0,13), w=1.000, (0,15), w=1.000, (1,13), w=1.414, (1,15), w=1.414
(0,15) -> (1,15), w=1.000, (0,14), w=1.000, (0,16), w=1.000, (1,14), w=1.414, (1,16), w=1.414
(0,16) -> (1,16), w=1.000, (0,15), w=1.000, (0,17), w=1.000, (1,15), w=1.414, (1,17), w=1.414
(0,17) -> (1,17), w=1.000, (0,16), w=1.000, (0,18), w=1.000, (1,16), w=1.414, (1,18), w=1.414
(0,18) -> (1,18), w=1.000, (0,17), w=1.000, (0,19), w=1.000, (1,17), w=1.414, (1,19), w=1.414
(0,19) -> (1,19), w=1.000, (0,18), w=1.000, (0,20), w=1.000, (1,18), w=1.414, (1,20), w=1.414
(0,20) -> (1,20), w=1.000, (0,19), w=1.000, (0,21), w=1.000, (1,19), w=1.414, (1,21), w=1.414
(0,21) -> (1,21), w=1.000, (0,20), w=1.000, (0,22), w=1.000, (1,20), w=1.414, (1,22), w=1.414
(0,22) -> (1,22), w=1.000, (0,21), w=1.000, (0,23), w=1.000, (1,21), w=1.414, (1,23), w=1.414
(0,23) -> (1,23), w=1.000, (0,22), w=1.000, (0,24), w=1.000, (1,22), w=1.414, (1,24), w=1.414
(0,24) -> (1,24), w=1.000, (0,23), w=1.000, (0,25), w=1.000, (1,23), w=1.414, (1,25), w=1.414
(0,25) -> (1,25), w=1.000, (0,24), w=1.000, (0,26), w=1.000, (1,24), w=1.414, (1,26), w=1.414
(0,26) -> (1,26), w=1.000, (0,25), w=1.000, (0,27), w=1.000, (1,25), w=1.414, (1,27), w=1.414
(0,27) -> (1,27), w=1.000, (0,26), w=1.000, (0,28), w=1.000, (1,26), w=1.414, (1,28), w=1.414
(0,28) -> (1,28), w=1.000, (0,27), w=1.000, (0,29), w=1.000, (1,27), w=1.414, (1,29), w=1.414
(0,29) -> (1,29), w=1.000, (0,28), w=1.000, (0,30), w=1.000, (1,28), w=1.414, (1,30), w=1.414
(0,30) -> (1,30), w=1.000, (0,29), w=1.000, (0,31), w=1.000, (1,29), w=1.414, (1,31), w=1.414
(0,31) -> (1,31), w=1.000, (0,30), w=1.000, (0,32), w=1.000, (1,30), w=1.414, (1,32), w=1.414
(0,32) -> (1,32), w=1.000, (0,31), w=1.000, (0,33), w=1.000, (1,31), w=1.414, (1,33), w=1.414
(0,33) -> (1,33), w=1.000, (0,32), w=1.000, (0,34), w=1.000, (1,32), w=1.414, (1,34), w=1.414
(0,34) -> (1,34), w=1.000, (0,33), w=1.000, (0,35), w=1.000, (1,33), w=1.414, (1,35), w=1.414
(0,35) -> (1,35), w=1.000, (0,34), w=1.000, (0,36), w=1.000, (1,34), w=1.414, (1,36), w=1.414
(0,36) -> (1,36), w=1.000, (0,35), w=1.000, (0,37), w=1.000, (1,35), w=1.414, (1,37), w=1.414
(0,37) -> (1,37), w=1.000, (0,36), w=1.000, (0,38), w=1.000, (1,36), w=1.414, (1,38), w=1.414
(0,38) -> (1,38), w=1.000, (0,37), w=1.000, (0,39), w=1.000, (1,37), w=1.414, (1,39), w=1.414
(0,39) -> (1,39), w=1.000, (0,38), w=1.000, (0,40), w=1.000, (1,38), w=1.414, (1,40), w=1.414
(0,40) -> (1,40), w=1.000, (0,39), w=1.000, (0,41), w=1.000, (1,39), w=1.414, (1,41), w=1.414
(0,41) -> (1,41), w=1.000, (0,40), w=1.000, (1,40), w=1.414
(1,0) -> (0,0), w=1.000, (2,0), w=1.000, (1,1), w=1.000, (0,1), w=1.414, (2,1), w=1.414
(1,1) -> (0,1), w=1.000, (2,1), w=1.000, (1,0), w=1.000, (1,2), w=1.000, (0,0), w=1.414, (2,0), w=1.414, (0,2), w=1.414, (2,2), w=1.414
(14,14) -> (13,14), w=1.000, (15,14), w=1.000, (14,13), w=1.000, (14,15), w=1.000, (13,13), w=1.414, (15,13), w=1.414, (13,15), w=1.414, (15,15), w=1.414
(14,15) -> (13,15), w=1.000, (15,15), w=1.000, (14,14), w=1.000, (14,16), w=1.000, (13,14), w=1.414, (15,14), w=1.414, (13,16), w=1.414, (15,16), w=1.414
(14,16) -> (13,16), w=1.000, (15,16), w=1.000, (14,15), w=1.000, (14,17), w=1.000, (13,15), w=1.414, (15,15), w=1.414, (13,17), w=1.414, (15,17), w=1.414
(14,17) -> (13,17), w=1.000, (15,17), w=1.000, (14,16), w=1.000, (14,18), w=1.000, (13,16), w=1.414, (15,16), w=1.414, (13,18), w=1.414, (15,18), w=1.414
(14,18) -> (13,18), w=1.000, (15,18), w=1.000, (14,17), w=1.000, (14,19), w=1.000, (13,17), w=1.414, (15,17), w=1.414, (13,19), w=1.414, (15,19), w=1.414
(14,19) -> (13,19), w=1.000, (15,19), w=1.000, (14,18), w=1.000, (14,20), w=1.000, (13,18), w=1.414, (15,18), w=1.414, (13,20), w=1.414, (15,20), w=1.414
(14,20) -> (13,20), w=1.000, (15,20), w=1.000, (14,19), w=1.000, (14,21), w=1.000, (13,19), w=1.414, (15,19), w=1.414, (13,21), w=1.414, (15,21), w=1.414
(14,21) -> (13,21), w=1.000, (15,21), w=1.000, (14,20), w=1.000, (14,22), w=1.000, (13,20), w=1.414, (15,20), w=1.414, (13,22), w=1.414, (15,22), w=1.414
(14,22) -> (13,22), w=1.000, (15,22), w=1.000, (14,21), w=1.000, (14,23), w=1.000, (13,21), w=1.414, (15,21), w=1.414, (13,23), w=1.414, (15,23), w=1.414
(14,23) -> (13,23), w=1.000, (15,23), w=1.000, (14,22), w=1.000, (14,24), w=1.000, (13,22), w=1.414, (15,22), w=1.414, (13,24), w=1.414, (15,24), w=1.414
(14,24) -> (13,24), w=1.000, (15,24), w=1.000, (14,23), w=1.000, (14,25), w=1.000, (13,23), w=1.414, (15,23), w=1.414, (13,25), w=1.414, (15,25), w=1.414
(14,25) -> (13,25), w=1.000, (15,25), w=1.000, (14,24), w=1.000, (14,26), w=1.000, (13,24), w=1.414, (15,24), w=1.414, (13,26), w=1.414, (15,26), w=1.414
(14,26) -> (13,26), w=1.000, (15,26), w=1.000, (14,25), w=1.000, (14,27), w=1.000, (13,25), w=1.414, (15,25), w=1.414, (13,27), w=1.414, (15,27), w=1.414
(14,27) -> (13,27), w=1.000, (15,27), w=1.000, (14,26), w=1.000, (14,28), w=1.000, (13,26), w=1.414, (15,26), w=1.414, (13,28), w=1.414, (15,28), w=1.414
(14,28) -> (13,28), w=1.000, (15,28), w=1.000, (14,27), w=1.000, (14,29), w=1.000, (13,27), w=1.414, (15,27), w=1.414, (13,29), w=1.414, (15,29), w=1.414
(14,29) -> (13,29), w=1.000, (15,29), w=1.000, (14,28), w=1.000, (14,30), w=1.000, (13,28), w=1.414, (15,28), w=1.414, (13,30), w=1.414, (15,30), w=1.414
(14,30) -> (13,30), w=1.000, (15,30), w=1.000, (14,29), w=1.000, (14,31), w=1.000, (13,29), w=1.414, (15,29), w=1.414, (13,31), w=1.414, (15,31), w=1.414
(14,31) -> (13,31), w=1.000, (15,31), w=1.000, (14,30), w=1.000, (14,32), w=1.000, (13,30), w=1.414, (15,30), w=1.414, (13,32), w=1.414, (15,32), w=1.414
(14,32) -> (13,32), w=1.000, (15,32), w=1.000, (14,31), w=1.000, (14,33), w=1.000, (13,31), w=1.414, (15,31), w=1.414, (13,33), w=1.414, (15,33), w=1.414
(14,33) -> (13,33), w=1.000, (15,33), w=1.000, (14,32), w=1.000, (14,34), w=1.000, (13,32), w=1.414, (15,32), w=1.414, (13,34), w=1.414, (15,34), w=1.414
(14,34) -> (13,34), w=1.000, (15,34), w=1.000, (14,33), w=1.000, (14,35), w=1.000, (13,33), w=1.414, (15,33), w=1.414, (13,35), w=1.414, (15,35), w=1.414
(14,35) -> (13,35), w=1.000, (15,35), w=1.000, (14,34), w=1.000, (14,36), w=1.000, (13,34), w=1.414, (15,34), w=1.414, (13,36), w=1.414, (15,36), w=1.414
(14,36) -> (13,36), w=1.000, (15,36), w=1.000, (14,35), w=1.000, (14,37), w=1.000, (13,35), w=1.414, (15,35), w=1.414, (13,37), w=1.414, (15,37), w=1.414
(14,37) -> (13,37), w=1.000, (15,37), w=1.000, (14,36), w=1.000, (14,38), w=1.000, (13,36), w=1.414, (15,36), w=1.414, (13,38), w=1.414, (15,38), w=1.414
(14,38) -> (13,38), w=1.000, (15,38), w=1.000, (14,37), w=1.000, (14,39), w=1.000, (13,37), w=1.414, (15,37), w=1.414, (13,39), w=1.414, (15,39), w=1.414
(14,39) -> (13,39), w=1.000, (15,39), w=1.000, (14,38), w=1.000, (14,40), w=1.000, (13,38), w=1.414, (15,38), w=1.414, (13,40), w=1.414, (15,40), w=1.414
(14,40) -> (13,40), w=1.000, (15,40), w=1.000, (14,39), w=1.000, (14,41), w=1.000, (13,39), w=1.414, (15,39), w=1.414, (13,41), w=1.414, (15,41), w=1.414
(14,41) -> (13,41), w=1.000, (15,41), w=1.000, (14,40), w=1.000, (13,40), w=1.414, (15,40), w=1.414
(15,0) -> (14,0), w=1.000, (16,0), w=1.000, (15,1), w=1.000, (14,1), w=1.414, (16,1), w=1.414
(15,1) -> (14,1), w=1.000, (16,1), w=1.000, (15,0), w=1.000, (15,2), w=1.000, (14,0), w=1.414, (16,0), w=1.414, (14,2), w=1.414, (16,2), w=1.414
(15,2) -> (14,2), w=1.000, (16,2), w=1.000, (15,1), w=1.000, (15,3), w=1.000, (14,1), w=1.414, (16,1), w=1.414, (14,3), w=1.414, (16,3), w=1.414
(15,3) -> (14,3), w=1.000, (16,3), w=1.000, (15,2), w=1.000, (15,4), w=1.000, (14,2), w=1.414, (16,2), w=1.414, (14,4), w=1.414, (16,4), w=1.414
(15,4) -> (14,4), w=1.000, (16,4), w=1.000, (15,3), w=1.000, (15,5), w=1.000, (14,3), w=1.414, (16,3), w=1.414, (14,5), w=1.414, (16,5), w=1.414
(15,5) -> (14,5), w=1.000, (16,5), w=1.000, (15,4), w=1.000, (15,6), w=1.000, (14,4), w=1.414, (16,4), w=1.414, (14,6), w=1.414, (16,6), w=1.414
(15,6) -> (14,6), w=1.000, (16,6), w=1.000, (15,5), w=1.000, (15,7), w=1.000, (14,5), w=1.414, (16,5), w=1.414, (14,7), w=1.414, (16,7), w=1.414
(15,7) -> (14,7), w=1.000, (16,7), w=1.000, (15,6), w=1.000, (15,8), w=1.000, (14,6), w=1.414, (16,6), w=1.414, (14,8), w=1.414, (16,8), w=1.414
(15,8) -> (14,8), w=1.000, (16,8), w=1.000, (15,7), w=1.000, (15,9), w=1.000, (14,7), w=1.414, (16,7), w=1.414, (14,9), w=1.414, (16,9), w=1.414
(15,9) -> (14,9), w=1.000, (16,9), w=1.000, (15,8), w=1.000, (15,10), w=1.000, (14,8), w=1.414, (16,8), w=1.414, (14,10), w=1.414, (16,10), w=1.414
(15,10) -> (14,10), w=1.000, (16,10), w=1.000, (15,9), w=1.000, (15,11), w=1.000, (14,9), w=1.414, (16,9), w=1.414, (14,11), w=1.414, (16,11), w=1.414
(15,11) -> (14,11), w=1.000, (16,11), w=1.000, (15,10), w=1.000, (15,12), w=1.000, (14,10), w=1.414, (16,10), w=1.414, (14,12), w=1.414, (16,12), w=1.414
(15,12) -> (14,12), w=1.000, (16,12), w=1.000, (15,11), w=1.000, (15,13), w=1.000, (14,11), w=1.414, (16,11), w=1.414, (14,13), w=1.414, (16,13), w=1.414
(15,13) -> (14,13), w=1.000, (16,13), w=1.000, (15,12), w=1.000, (15,14), w=1.000, (14,12), w=1.414, (16,12), w=1.414, (14,14), w=1.414, (16,14), w=1.414
(15,14) -> (14,14), w=1.000, (16,14), w=1.000, (15,13), w=1.000, (15,15), w=1.000, (14,13), w=1.414, (16,13), w=1.414, (14,15), w=1.414, (16,15), w=1.414
(15,15) -> (14,15), w=1.000, (16,15), w=1.000, (15,14), w=1.000, (15,16), w=1.000, (14,14), w=1.414, (16,14), w=1.414, (14,16), w=1.414, (16,16), w=1.414
(15,16) -> (14,16), w=1.000, (16,16), w=1.000, (15,15), w=1.000, (15,17), w=1.000, (14,15), w=1.414, (16,15), w=1.414, (14,17), w=1.414, (16,17), w=1.414
(15,17) -> (14,17), w=1.000, (16,17), w=1.000, (15,16), w=1.000, (15,18), w=1.000, (14,16), w=1.414, (16,16), w=1.414, (14,18), w=1.414, (16,18), w=1.414
(15,18) -> (14,18), w=1.000, (16,18), w=1.000, (15,17), w=1.000, (15,19), w=1.000, (14,17), w=1.414, (16,17), w=1.414, (14,19), w=1.414, (16,19), w=1.414
(15,19) -> (14,19), w=1.000, (16,19), w=1.000, (15,18), w=1.000, (15,20), w=1.000, (14,18), w=1.414, (16,18), w=1.414, (14,20), w=1.414, (16,20), w=1.414
(15,20) -> (14,20), w=1.000, (16,20), w=1.000, (15,19), w=1.000, (15,21), w=1.000, (14,19), w=1.414, (16,19), w=1.414, (14,21), w=1.414, (16,21), w=1.414
(15,21) -> (14,21), w=1.000, (16,21), w=1.000, (15,20), w=1.000, (15,22), w=1.000, (14,20), w=1.414, (16,20), w=1.414, (14,22), w=1.414, (16,22), w=1.414
(15,22) -> (14,22), w=1.000, (16,22), w=1.000, (15,21), w=1.000, (15,23), w=1.000, (14,21), w=1.414, (16,21), w=1.414, (14,23), w=1.414, (16,23), w=1.414
(15,23) -> (14,23), w=1.000, (16,23), w=1.000, (15,22), w=1.000, (15,24), w=1.000, (14,22), w=1.414, (16,22), w=1.414, (14,24), w=1.414, (16,24), w=1.414
(15,24) -> (14,24), w=1.000, (16,24), w=1.000, (15,23), w=1.000, (15,25), w=1.000, (14,23), w=1.414, (16,23), w=1.414, (14,25), w=1.414, (16,25), w=1.414
(15,25) -> (14,25), w=1.000, (16,25), w=1.000, (15,24), w=1.000, (15,26), w=1.000, (14,24), w=1.414, (16,24), w=1.414, (14,26), w=1.414, (16,26), w=1.414
(15,26) -> (14,26), w=1.000, (16,26), w=1.000, (15,25), w=1.000, (15,27), w=1.000, (14,25), w=1.414, (16,25), w=1.414, (14,27), w=1.414, (16,27), w=1.414
(15,27) -> (14,27), w=1.000, (16,27), w=1.000, (15,26), w=1.000, (15,28), w=1.000, (14,26), w=1.414, (16,26), w=1.414, (14,28), w=1.414, (16,28), w=1.414
(15,28) -> (14,28), w=1.000, (16,28), w=1.000, (15,27), w=1.000, (15,29), w=1.000, (14,27), w=1.414, (16,27), w=1.414, (14,29), w=1.414, (16,29), w=1.414
(15,29) -> (14,29), w=1.000, (16,29), w=1.000, (15,28), w=1.000, (15,30), w=1.000, (14,28), w=1.414, (16,28), w=1.414, (14,30), w=1.414, (16,30), w=1.414
(15,30) -> (14,30), w=1.000, (16,30), w=1.000, (15,29), w=1.000, (15,31), w=1.000, (14,29), w=1.414, (16,29), w=1.414, (14,31), w=1.414, (16,31), w=1.414
(15,31) -> (14,31), w=1.000, (16,31), w=1.000, (15,30), w=1.000, (15,32), w=1.000, (14,30), w=1.414, (16,30), w=1.414, (14,32), w=1.414, (16,32), w=1.414
(15,32) -> (14,32), w=1.000, (16,32), w=1.000, (15,31), w=1.000, (15,33), w=1.000, (14,31), w=1.414, (16,31), w=1.414, (14,33), w=1.414, (16,33), w=1.414
(15,33) -> (14,33), w=1.000, (16,33), w=1.000, (15,32), w=1.000, (15,34), w=1.000, (14,32), w=1.414, (16,32), w=1.414, (14,34), w=1.414, (16,34), w=1.414
(15,34) -> (14,34), w=1.000, (16,34), w=1.000, (15,33), w=1.000, (15,35), w=1.000, (14,33), w=1.414, (16,33), w=1.414, (14,35), w=1.414, (16,35), w=1.414
(15,35) -> (14,35), w=1.000, (16,35), w=1.000, (15,34), w=1.000, (15,36), w=1.000, (14,34), w=1.414, (16,34), w=1.414, (14,36), w=1.414, (16,36), w=1.414
(15,36) -> (14,36), w=1.000, (16,36), w=1.000, (15,35), w=1.000, (15,37), w=1.000, (14,35), w=1.414, (16,35), w=1.414, (14,37), w=1.414, (16,37), w=1.414
(15,37) -> (14,37), w=1.000, (16,37), w=1.000, (15,36), w=1.000, (15,38), w=1.000, (14,36), w=1.414, (16,36), w=1.414, (14,38), w=1.414, (16,38), w=1.414
(15,38) -> (14,38), w=1.000, (16,38), w=1.000, (15,37), w=1.000, (15,39), w=1.000, (14,37), w=1.414, (16,37), w=1.414, (14,39), w=1.414, (16,39), w=1.414
(15,39) -> (14,39), w=1.000, (16,39), w=1.000, (15,38), w=1.000, (15,40), w=1.000, (14,38), w=1.414, (16,38), w=1.414, (14,40), w=1.414, (16,40), w=1.414
(15,40) -> (14,40), w=1.000, (16,40), w=1.000, (15,39), w=1.000, (15,41), w=1.000, (14,39), w=1.414, (16,39), w=1.414, (14,41), w=1.414, (16,41), w=1.414
(15,41) -> (14,41), w=1.000, (16,41), w=1.000, (15,40), w=1.000, (14,40), w=1.414, (16,40), w=1.414
(16,0) -> (15,0), w=1.000, (17,0), w=1.000, (16,1), w=1.000, (15,1), w=1.414, (17,1), w=1.414
(16,1) -> (15,1), w=1.000, (17,1), w=1.000, (16,0), w=1.000, (16,2), w=1.000, (15,0), w=1.414, (17,0), w=1.414, (15,2), w=1.414, (17,2), w=1.414
(16,2) -> (15,2), w=1.000, (17,2), w=1.000, (16,1), w=1.000, (16,3), w=1.000, (15,1), w=1.414, (17,1), w=1.414, (15,3), w=1.414, (17,3), w=1.414
(16,3) -> (15,3), w=1.000, (17,3), w=1.000, (16,2), w=1.000, (16,4), w=1.000, (15,2), w=1.414, (17,2), w=1.414, (15,4), w=1.414, (17,4), w=1.414
(16,4) -> (15,4), w=1.000, (17,4), w=1.000, (16,3), w=1.000, (16,5), w=1.000, (15,3), w=1.414, (17,3), w=1.414, (15,5), w=1.414, (17,5), w=1.414
(16,5) -> (15,5), w=1.000, (17,5), w=1.000, (16,4), w=1.000, (16,6), w=1.000, (15,4), w=1.414, (17,4), w=1.414, (15,6), w=1.414, (17,6), w=1.414
(16,6) -> (15,6), w=1.000, (17,6), w=1.000, (16,5), w=1.000, (16,7), w=1.000, (15,5), w=1.414, (17,5), w=1.414, (15,7), w=1.414, (17,7), w=1.414
(16,7) -> (15,7), w=1.000, (17,7), w=1.000, (16,6), w=1.000, (16,8), w=1.000, (15,6), w=1.414, (17,6), w=1.414, (15,8), w=1.414, (17,8), w=1.414
(16,8) -> (15,8), w=1.000, (17,8), w=1.000, (16,7), w=1.000, (16,9), w=1.000, (15,7), w=1.414, (17,7), w=1.414, (15,9), w=1.414, (17,9), w=1.414
(16,9) -> (15,9), w=1.000, (17,9), w=1.000, (16,8), w=1.000, (16,10), w=1.000, (15,8), w=1.414, (17,8), w=1.414, (15,10), w=1.414, (17,10), w=1.414
(16,10) -> (15,10), w=1.000, (17,10), w=1.000, (16,9), w=1.000, (16,11), w=1.000, (15,9), w=1.414, (17,9), w=1.414, (15,11), w=1.414, (17,11), w=1.414
(16,11) -> (15,11), w=1.000, (17,11), w=1.000, (16,10), w=1.000, (16,12), w=1.000, (15,10), w=1.414, (17,10), w=1.414, (15,12), w=1.414, (17,12), w=1.414
(16,12) -> (15,12), w=1.000, (17,12), w=1.000, (16,11), w=1.000, (16,13), w=1.000, (15,11), w=1.414, (17,11), w=1.414, (15,13), w=1.414, (17,13), w=1.414
(16,13) -> (15,13), w=1.000, (17,13), w=1.000, (16,12), w=1.000, (16,14), w=1.000, (15,12), w=1.414, (17,12), w=1.414, (15,14), w=1.414, (17,14), w=1.414
(16,14) -> (15,14), w=1.000, (17,14), w=1.000, (16,13), w=1.000, (16,15), w=1.000, (15,13), w=1.414, (17,13), w=1.414, (15,15), w=1.414, (17,15), w=1.414
(16,15) -> (15,15), w=1.000, (17,15), w=1.000, (16,14), w=1.000, (16,16), w=1.000, (15,14), w=1.414, (17,14), w=1.414, (15,16), w=1.414, (17,16), w=1.414
(16,16) -> (15,16), w=1.000, (17,16), w=1.000, (16,15), w=1.000, (16,17), w=1.000, (15,15), w=1.414, (17,15), w=1.414, (15,17), w=1.414, (17,17), w=1.414
(16,17) -> (15,17), w=1.000, (17,17), w=1.000, (16,16), w=1.000, (16,18), w=1.000, (15,16), w=1.414, (17,16), w=1.414, (15,18), w=1.414, (17,18), w=1.414
(16,18) -> (15,18), w=1.000, (17,18), w=1.000, (16,17), w=1.000, (16,19), w=1.000, (15,17), w=1.414, (17,17), w=1.414, (15,19), w=1.414, (17,19), w=1.414
(16,19) -> (15,19), w=1.000, (17,19), w=1.000, (16,18), w=1.000, (16,20), w=1.000, (15,18), w=1.414, (17,18), w=1.414, (15,20), w=1.414, (17,20), w=1.414
(16,20) -> (15,20), w=1.000, (17,20), w=1.000, (16,19), w=1.000, (16,21), w=1.000, (15,19), w=1.414, (17,19), w=1.414, (15,21), w=1.414, (17,21), w=1.414
(16,21) -> (15,21), w=1.000, (17,21), w=1.000, (16,20), w=1.000, (16,22), w=1.000, (15,20), w=1.414, (17,20), w=1.414, (15,22), w=1.414, (17,22), w=1.414
(16,22) -> (15,22), w=1.000, (17,22), w=1.000, (16,21), w=1.000, (16,23), w=1.000, (15,21), w=1.414, (17,21), w=1.414, (15,23), w=1.414, (17,23), w=1.414
(16,23) -> (15,23), w=1.000, (17,23), w=1.000, (16,22), w=1.000, (16,24), w=1.000, (15,22), w=1.414, (17,22), w=1.414, (15,24), w=1.414, (17,24), w=1.414
(16,24) -> (15,24), w=1.000, (17,24), w=1.000, (16,23), w=1.000, (16,25), w=1.000, (15,23), w=1.414, (17,23), w=1.414, (15,25), w=1.414, (17,25), w=1.414
(16,25) -> (15,25), w=1.000, (17,25), w=1.000, (16,24), w=1.000, (16,26), w=1.000, (15,24), w=1.414, (17,24), w=1.414, (15,26), w=1.414, (17,26), w=1.414
(16,26) -> (15,26), w=1.000, (17,26), w=1.000, (16,25), w=1.000, (16,27), w=1.000, (15,25), w=1.414, (17,25), w=1.414, (15,27), w=1.414, (17,27), w=1.414
(16,27) -> (15,27), w=1.000, (17,27), w=1.000, (16,26), w=1.000, (16,28), w=1.000, (15,26), w=1.414, (17,26), w=1.414, (15,28), w=1.414, (17,28), w=1.414
(16,28) -> (15,28), w=1.000, (17,28), w=1.000, (16,27), w=1.000, (16,29), w=1.000, (15,27), w=1.414, (17,27), w=1.414, (15,29), w=1.414, (17,29), w=1.414
(16,29) -> (15,29), w=1.000, (17,29), w=1.000, (16,28), w=1.000, (16,30), w=1.000, (15,28), w=1.414, (17,28), w=1.414, (15,30), w=1.414, (17,30), w=1.414
(16,30) -> (15,30), w=1.000, (17,30), w=1.000, (16,29), w=1.000, (16,31), w=1.000, (15,29), w=1.414, (17,29), w=1.414, (15,31), w=1.414, (17,31), w=1.414
(16,31) -> (15,31), w=1.000, (17,31), w=1.000, (16,30), w=1.000, (16,32), w=1.000, (15,30), w=1.414, (17,30), w=1.414, (15,32), w=1.414, (17,32), w=1.414
(16,32) -> (15,32), w=1.000, (17,32), w=1.000, (16,31), w=1.000, (16,33), w=1.000, (15,31), w=1.414, (17,31), w=1.414, (15,33), w=1.414, (17,33), w=1.414
(16,33) -> (15,33), w=1.000, (17,33), w=1.000, (16,32), w=1.000, (16,34), w=1.000, (15,32), w=1.414, (17,32), w=1.414, (15,34), w=1.414, (17,34), w=1.414
(16,34) -> (15,34), w=1.000, (17,34), w=1.000, (16,33), w=1.000, (16,35), w=1.000, (15,33), w=1.414, (17,33), w=1.414, (15,35), w=1.414, (17,35), w=1.414
(16,35) -> (15,35), w=1.000, (17,35), w=1.000, (16,34), w=1.000, (16,36), w=1.000, (15,34), w=1.414, (17,34), w=1.414, (15,36), w=1.414, (17,36), w=1.414
(16,36) -> (15,36), w=1.000, (17,36), w=1.000, (16,35), w=1.000, (16,37), w=1.000, (15,35), w=1.414, (17,35), w=1.414, (15,37), w=1.414, (17,37), w=1.414
(16,37) -> (15,37), w=1.000, (17,37), w=1.000, (16,36), w=1.000, (16,38), w=1.000, (15,36), w=1.414, (17,36), w=1.414, (15,38), w=1.414, (17,38), w=1.414
(16,38) -> (15,38), w=1.000, (17,38), w=1.000, (16,37), w=1.000, (16,39), w=1.000, (15,37), w=1.414, (17,37), w=1.414, (15,39), w=1.414, (17,39), w=1.414
(16,39) -> (15,39), w=1.000, (17,39), w=1.000, (16,38), w=1.000, (16,40), w=1.000, (15,38), w=1.414, (17,38), w=1.414, (15,40), w=1.414, (17,40), w=1.414
(16,40) -> (15,40), w=1.000, (17,40), w=1.000, (16,39), w=1.000, (16,41), w=1.000, (15,39), w=1.414, (17,39), w=1.414, (15,41), w=1.414, (17,41), w=1.414
(16,41) -> (15,41), w=1.000, (17,41), w=1.000, (16,40), w=1.000, (15,40), w=1.414, (17,40), w=1.414
(17,0) -> (16,0), w=1.000, (18,0), w=1.000, (17,1), w=1.000, (16,1), w=1.414, (18,1), w=1.414
(17,1) -> (16,1), w=1.000, (18,1), w=1.000, (17,0), w=1.000, (17,2), w=1.000, (16,0), w=1.414, (18,0), w=1.414, (16,2), w=1.414, (18,2), w=1.414
(17,2) -> (16,2), w=1.000, (18,2), w=1.000, (17,1), w=1.000, (17,3), w=1.000, (16,1), w=1.414, (18,1), w=1.414, (16,3), w=1.414, (18,3), w=1.414
(17,3) -> (16,3), w=1.000, (18,3), w=1.000, (17,2), w=1.000, (17,4), w=1.000, (16,2), w=1.414, (18,2), w=1.414, (16,4), w=1.414, (18,4), w=1.414
(17,4) -> (16,4), w=1.000, (18,4), w=1.000, (17,3), w=1.000, (17,5), w=1.000, (16,3), w=1.414, (18,3), w=1.414, (16,5), w=1.414, (18,5), w=1.414
(17,5) -> (16,5), w=1.000, (18,5), w=1.000, (17,4), w=1.000, (17,6), w=1.000, (16,4), w=1.414, (18,4), w=1.414, (16,6), w=1.414, (18,6), w=1.414
(17,6) -> (16,6), w=1.000, (18,6), w=1.000, (17,5), w=1.000, (17,7), w=1.000, (16,5), w=1.414, (18,5), w=1.414, (16,7), w=1.414, (18,7), w=1.414
(17,7) -> (16,7), w=1.000, (18,7), w=1.000, (17,6), w=1.000, (17,8), w=1.000, (16,6), w=1.414, (18,6), w=1.414, (16,8), w=1.414, (18,8), w=1.414
